Value,GROUPVEG,EVT_PHYS,CHANGE
2522,Hardwood,Exotic Tree-Shrub,3
2523,Hardwood,Exotic Herbaceous,3
2524,Hardwood,Hardwood,2
2525,Hardwood,Riparian,1
1654,Conifer,Hardwood,2
2527,Hardwood-Conifer,Riparian,2
2528,Hardwood-Conifer,Hardwood,2
2529,Hardwood-Conifer,Agricultural,4
2530,Hardwood-Conifer,Conifer-Hardwood,2
2531,Hardwood-Conifer,Developed-High Intensity,5
2532,Hardwood-Conifer,Developed,5
1655,Conifer,Hardwood,2
2534,Hardwood-Conifer,Riparian,2
2535,Hardwood-Conifer,Developed,5
1814,Conifer,Hardwood,2
2537,Hardwood-Conifer,Developed,5
2538,Hardwood,Agricultural,4
2539,Hardwood-Conifer,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
2540,Hardwood-Conifer,Riparian,2
2541,Hardwood,Riparian,2
2542,Hardwood,Developed,5
2543,Hardwood,Developed-Low Intensity,5
2544,Hardwood,Developed,5
2545,Hardwood,Agricultural,4
2546,Hardwood,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
2547,Hardwood,Developed,5
2548,Hardwood,Riparian,2
2549,Hardwood,Riparian,2
2550,Hardwood,Agricultural,4
2551,Hardwood,Developed,5
2552,Hardwood,Conifer-Hardwood,2
2553,Hardwood,Agricultural,4
2554,Hardwood,Developed,5
2555,Hardwood,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
2556,Hardwood,Agricultural,4
2557,Hardwood,Developed-Medium Intensity,5
2558,Hardwood,Developed,5
2559,Hardwood,Agricultural,4
2560,Hardwood,Agricultural,4
2561,Hardwood,Developed,5
2562,Hardwood,Hardwood,2
2563,Hardwood,Conifer-Hardwood,1
2564,Hardwood,Developed-High Intensity,5
2565,Hardwood,Conifer-Hardwood,2
2566,Hardwood,Conifer,2
2567,Hardwood-Conifer,Agricultural,4
1872,Conifer,Hardwood,2
2569,Riparian,Conifer,2
2570,Riparian,Developed,5
2571,Riparian,Developed,5
2572,Hardwood-Conifer,Developed,5
2573,Hardwood,Riparian,2
2574,Hardwood,Conifer,2
1878,Conifer,Hardwood,2
2576,Hardwood,Agricultural,4
2577,Riparian,Exotic Herbaceous,3
2578,Hardwood-Conifer,Riparian,2
2579,Hardwood,Developed,5
2580,Riparian,Agricultural,4
2581,Hardwood,Conifer-Hardwood,2
2582,Riparian,Agricultural,4
2583,Hardwood,Hardwood,2
2584,Hardwood-Conifer,Conifer-Hardwood,1
2585,Hardwood,Conifer,2
2586,Hardwood,Riparian,2
1969,Conifer,Hardwood,2
2588,Riparian,Conifer,2
2589,Riparian,Conifer-Hardwood,2
2590,Hardwood-Conifer,Agricultural,4
2591,Riparian,Conifer,2
2592,Hardwood-Conifer,Conifer,2
2593,Hardwood,Riparian,2
2594,Hardwood,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
1993,Conifer,Hardwood,2
2596,Hardwood,Conifer-Hardwood,2
2597,Hardwood,Hardwood,2
2598,Hardwood,Riparian,1
2599,Hardwood,Developed,5
2600,Hardwood,Developed-Roads,5
2601,Hardwood,Hardwood,2
2602,Hardwood,Developed,5
2603,Riparian,Agricultural,4
2604,Riparian,Conifer,2
2605,Hardwood,Hardwood,2
2606,Hardwood,Developed,5
2607,Hardwood,Developed-Low Intensity,5
2608,Hardwood,Developed,5
2609,Hardwood,Riparian,2
2610,Hardwood,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
2611,Hardwood,Riparian,2
2612,Hardwood,Conifer-Hardwood,2
2613,Hardwood,Developed,5
2614,Hardwood,Developed,5
2615,Hardwood,Conifer,2
2616,Hardwood,Developed,5
2617,Hardwood,Agricultural,4
2618,Hardwood,Developed-High Intensity,5
2619,Hardwood,Conifer,2
2620,Hardwood,Conifer-Hardwood,2
2621,Hardwood,Riparian,2
2622,Hardwood-Conifer,Developed-Roads,5
2623,Hardwood,Hardwood,2
2624,Hardwood-Conifer,Hardwood,1
2625,Hardwood-Conifer,Conifer-Hardwood,2
2082,Conifer,Hardwood,2
2627,Hardwood,Conifer-Hardwood,2
2628,Grassland,Hardwood,2
2629,Grassland,Developed,5
2630,Hardwood-Conifer,Conifer,2
2631,Riparian,Hardwood,2
2632,Hardwood,Conifer,2
2633,Riparian,Riparian,2
2634,Hardwood,Agricultural,4
2635,Hardwood,Hardwood,2
2636,Riparian,Riparian,1
2637,Riparian,Hardwood,1
2638,Hardwood-Conifer,Conifer,2
2639,Hardwood,Agricultural,4
2640,Hardwood,Conifer,2
2641,Hardwood,Developed,5
2642,Riparian,Conifer,2
2643,Hardwood,Riparian,2
2644,Riparian,Conifer,2
2645,Riparian,Conifer,2
2646,Riparian,Conifer,2
2647,Hardwood,Agricultural,4
2648,Hardwood,Hardwood,2
2649,Riparian,Hardwood,1
2650,Grassland,Conifer-Hardwood,2
2651,Hardwood,Agricultural,4
2652,Grassland,Exotic Herbaceous,3
2653,Grassland,Developed-Roads,5
2654,Grassland,Agricultural,4
2655,Grassland,Hardwood,2
2656,Hardwood,Agricultural,4
2657,Hardwood,Exotic Herbaceous,3
2658,Hardwood-Conifer,Agricultural,4
2659,Hardwood-Conifer,Agricultural,4
2660,Hardwood-Conifer,Conifer-Hardwood,2
2661,Hardwood,Conifer,2
2533,Conifer,Hardwood,2
2663,Grassland,Conifer-Hardwood,2
2664,Hardwood,Riparian,2
2665,Grassland,Conifer,2
2666,Hardwood,Riparian,2
2667,Hardwood,Agricultural,4
2668,Grassland,Riparian,2
2669,Hardwood,Riparian,2
2670,Grassland,Developed,5
2671,Grassland,Developed-Low Intensity,5
2672,Hardwood-Conifer,Developed,5
2673,Hardwood-Conifer,Developed,5
2674,Hardwood,Riparian,2
2675,Grassland,Riparian,2
2676,Grassland,Agricultural,4
2677,Grassland,Developed,5
2678,Grassland,Developed,5
2679,Grassland,Developed,5
2680,Hardwood,Conifer,2
2681,Grassland,Developed,5
2682,Hardwood,Shrubland,2
2683,Grassland,Developed,5
2684,Riparian,Riparian,2
2685,Riparian,Developed,5
2587,Conifer,Hardwood,2
2687,Grassland,Riparian,2
2895,Conifer,Hardwood,2
3073,Conifer,Hardwood,2
3140,Conifer,Hardwood,2
2691,Hardwood,Conifer-Hardwood,2
2692,Riparian,Agricultural,4
3154,Conifer,Hardwood,2
3205,Conifer,Hardwood,2
2695,Riparian,Conifer,2
3386,Conifer,Hardwood,2
2697,Hardwood,Riparian,2
2698,Riparian,Riparian,2
3392,Conifer,Hardwood,1
2700,Grassland,Developed-Roads,5
2701,Grassland,Hardwood,2
2702,Grassland,Developed,5
2703,Grassland,Hardwood,2
2704,Grassland,Developed-Medium Intensity,5
2705,Grassland,Developed,5
2706,Grassland,Agricultural,4
3393,Conifer,Hardwood,2
2708,Grassland,Riparian,2
3478,Conifer,Hardwood,2
2710,Grassland,Agricultural,4
3491,Conifer,Hardwood,2
3820,Conifer,Hardwood,2
3824,Conifer,Hardwood,2
3852,Conifer,Hardwood,2
2715,Grassland,Developed,5
2716,Grassland,Developed-Medium Intensity,5
2717,Grassland,Developed-High Intensity,5
2718,Hardwood-Conifer,Hardwood,2
2719,Grassland,Conifer,2
2720,Riparian,Conifer-Hardwood,2
2721,Hardwood-Conifer,Riparian,2
2722,Grassland,Hardwood,2
2723,Hardwood-Conifer,Conifer,2
2724,Riparian,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
2725,Grassland,Riparian,2
2726,Hardwood-Conifer,Riparian,2
3921,Conifer,Hardwood,2
2728,Grassland,Riparian,2
2729,Grassland,Riparian,2
2730,Hardwood-Conifer,Developed,5
2731,Grassland,Conifer,2
3981,Conifer,Hardwood,2
2733,Hardwood-Conifer,Riparian,2
3982,Conifer,Hardwood,2
2735,Riparian,Hardwood,2
2736,Riparian,Riparian,2
2737,Riparian,Conifer,1
2738,Riparian,Conifer-Hardwood,2
2739,Hardwood-Conifer,Developed,5
2740,Hardwood-Conifer,Developed-Low Intensity,5
2741,Riparian,Conifer,2
2742,Hardwood-Conifer,Agricultural,4
2743,Riparian,Riparian,2
2744,Riparian,Riparian,1
2745,Riparian,Riparian,1
2746,Riparian,Riparian,1
2747,Riparian,Riparian,1
2748,Grassland,Conifer-Hardwood,1
2749,Riparian,Conifer-Hardwood,2
2750,Riparian,Riparian,2
2751,Riparian,Hardwood,1
2752,Riparian,Conifer,2
2753,Riparian,Developed,5
2754,Hardwood,Developed,5
2755,Riparian,Developed,5
2756,Hardwood,Hardwood,2
2757,Riparian,Grassland,1
2758,Hardwood,Grassland,2
4001,Conifer,Hardwood,2
2760,Hardwood,Agricultural,4
4449,Conifer,Hardwood,2
2762,Hardwood-Conifer,Grassland,2
4488,Conifer,Hardwood,2
2764,Hardwood,Grassland,2
2765,Hardwood-Conifer,Conifer-Hardwood,2
2766,Hardwood,Developed,5
2767,Riparian,Conifer-Hardwood,2
2768,Riparian,Exotic Tree-Shrub,3
2769,Hardwood,Riparian,2
2770,Hardwood-Conifer,Agricultural,4
2771,Hardwood,Conifer-Hardwood,2
2772,Hardwood,Developed,5
2773,Riparian,Developed,5
2774,Hardwood-Conifer,Exotic Herbaceous,3
2775,Riparian,Hardwood,2
2776,Riparian,Developed-Roads,5
2777,Hardwood,Agricultural,4
2778,Riparian,Conifer,2
2779,Riparian,Riparian,2
2780,Riparian,Agricultural,4
2781,Riparian,Agricultural,4
2782,Hardwood-Conifer,Hardwood,2
2783,Hardwood-Conifer,Riparian,2
2784,Riparian,Conifer,2
2785,Riparian,Exotic Herbaceous,3
2786,Riparian,Riparian,2
2787,Hardwood,Conifer-Hardwood,1
2788,Riparian,Agricultural,4
2789,Riparian,Riparian,2
2790,Riparian,Agricultural,4
2791,Hardwood-Conifer,Conifer,2
2792,Riparian,Riparian,2
2793,Hardwood-Conifer,Agricultural,4
2794,Hardwood-Conifer,Agricultural,4
2795,Hardwood,Riparian,2
2796,Riparian,Conifer,2
2797,Hardwood-Conifer,Conifer-Hardwood,2
2798,Hardwood,Conifer-Hardwood,2
2799,Riparian,Riparian,2
2800,Riparian,Hardwood,1
2801,Riparian,Conifer-Hardwood,2
2802,Hardwood,Agricultural,4
2803,Hardwood-Conifer,Exotic Herbaceous,3
2804,Hardwood,Riparian,2
2805,Riparian,Riparian,2
2806,Riparian,Hardwood,1
2807,Hardwood-Conifer,Riparian,2
2808,Hardwood,Conifer,2
2809,Riparian,Developed,5
2810,Riparian,Developed,5
2811,Riparian,Developed,5
2812,Hardwood-Conifer,Agricultural,4
2813,Hardwood-Conifer,Hardwood,2
2814,Riparian,Developed,5
2815,Hardwood-Conifer,Exotic Tree-Shrub,3
2816,Hardwood,Conifer-Hardwood,2
2817,Hardwood,Riparian,2
2818,Riparian,Developed,5
2819,Riparian,Riparian,2
2820,Riparian,Riparian,1
2821,Riparian,Conifer-Hardwood,1
2822,Hardwood-Conifer,Riparian,2
2823,Hardwood-Conifer,Developed,5
2824,Riparian,Conifer-Hardwood,2
2825,Hardwood-Conifer,Developed,5
2826,Riparian,Developed,5
2827,Riparian,Agricultural,4
2828,Riparian,Developed,5
2829,Riparian,Developed,5
2830,Hardwood-Conifer,Developed,5
2831,Riparian,Agricultural,4
2832,Hardwood-Conifer,Conifer-Hardwood,2
2833,Hardwood-Conifer,Agricultural,4
2834,Hardwood,Agricultural,4
2835,Riparian,Exotic Tree-Shrub,3
2836,Hardwood-Conifer,Conifer,2
2837,Hardwood-Conifer,Conifer,2
2838,Riparian,Hardwood,2
2839,Hardwood-Conifer,Riparian,2
2840,Riparian,Conifer,2
2841,Riparian,Developed,5
2842,Riparian,Developed,5
2843,Riparian,Conifer,2
2844,Hardwood-Conifer,Agricultural,4
2845,Hardwood-Conifer,Developed-Roads,5
2846,Hardwood-Conifer,Agricultural,4
2847,Hardwood-Conifer,Developed,5
2848,Riparian,Developed,5
2849,Hardwood,Riparian,2
2850,Hardwood-Conifer,Developed,5
2851,Riparian,Riparian,2
2852,Hardwood-Conifer,Riparian,1
2853,Hardwood-Conifer,Developed,5
2854,Hardwood-Conifer,Riparian,2
2855,Hardwood-Conifer,Developed,5
2856,Hardwood-Conifer,Developed-Medium Intensity,5
2857,Hardwood-Conifer,Developed,5
2858,Riparian,Developed-Low Intensity,5
2859,Riparian,Developed,5
2860,Riparian,Developed-Medium Intensity,5
2861,Hardwood-Conifer,Developed,5
2862,Riparian,Developed-Roads,5
2863,Hardwood,Developed,5
2864,Riparian,Developed,5
2865,Riparian,Hardwood,2
2866,Hardwood-Conifer,Riparian,2
2867,Riparian,Agricultural,4
2868,Hardwood-Conifer,Exotic Tree-Shrub,3
2869,Riparian,Developed,5
2870,Hardwood,Riparian,2
2871,Hardwood-Conifer,Hardwood,2
2872,Riparian,Hardwood,2
2873,Hardwood-Conifer,Conifer,2
2874,Hardwood-Conifer,Conifer,2
2875,Riparian,Developed-High Intensity,5
2876,Riparian,Conifer,2
2877,Hardwood-Conifer,Developed,5
2878,Hardwood-Conifer,Conifer-Hardwood,2
2879,Riparian,Developed-Roads,5
2880,Riparian,Developed-Low Intensity,5
2881,Riparian,Developed-Medium Intensity,5
2882,Riparian,Developed,5
2883,Riparian,Agricultural,4
2884,Hardwood-Conifer,Riparian,2
2885,Hardwood-Conifer,Riparian,2
2886,Riparian,Conifer,2
2887,Hardwood-Conifer,Agricultural,4
2888,Hardwood-Conifer,Riparian,2
2889,Hardwood-Conifer,Riparian,2
2890,Hardwood-Conifer,Conifer-Hardwood,2
2891,Riparian,Conifer,2
2892,Riparian,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
2893,Hardwood-Conifer,Agricultural,4
2894,Hardwood-Conifer,Hardwood,2
4497,Conifer,Hardwood,2
2896,Riparian,Riparian,2
2897,Hardwood-Conifer,Developed-Low Intensity,5
4690,Conifer,Hardwood,2
4698,Conifer,Hardwood,2
4734,Conifer,Hardwood,2
4810,Conifer,Hardwood,2
4846,Conifer,Hardwood,2
5008,Conifer,Hardwood,2
5012,Conifer,Hardwood,2
5036,Conifer,Hardwood,2
5066,Conifer,Hardwood,2
2907,Grassland,Conifer,2
2908,Grassland,Hardwood,2
2909,Grassland,Conifer,2
2910,Grassland,Conifer-Hardwood,2
2911,Grassland,Hardwood,2
2912,Grassland,Hardwood,2
2913,Grassland,Exotic Tree-Shrub,3
2914,Grassland,Exotic Herbaceous,3
2915,Grassland,Conifer,2
2916,Grassland,Hardwood,2
2917,Grassland,Developed-Roads,5
2918,Grassland,Conifer,2
2919,Hardwood,Developed,5
2920,Grassland,Conifer-Hardwood,2
2921,Grassland,Conifer,2
2922,Grassland,Hardwood,2
2923,Grassland,Agricultural,4
2924,Grassland,Agricultural,4
2925,Grassland,Conifer,2
2926,Grassland,Conifer,2
2927,Hardwood,Riparian,2
2928,Grassland,Riparian,2
2929,Grassland,Developed,5
2930,Grassland,Developed,5
2931,Grassland,Agricultural,4
2932,Grassland,Riparian,2
2933,Grassland,Agricultural,4
2934,Hardwood-Conifer,Conifer-Hardwood,2
2935,Grassland,Riparian,2
2936,Hardwood,Hardwood,2
2937,Grassland,Conifer-Hardwood,1
2938,Grassland,Developed,5
2939,Riparian,Hardwood,2
2940,Hardwood-Conifer,Riparian,2
2941,Hardwood,Riparian,2
2942,Riparian,Riparian,2
2943,Riparian,Riparian,1
2944,Hardwood-Conifer,Developed,5
2945,Hardwood-Conifer,Exotic Herbaceous,3
2946,Riparian,Conifer,2
2947,Hardwood-Conifer,Conifer-Hardwood,2
5599,Conifer,Hardwood,2
2949,Riparian,Riparian,2
2950,Hardwood,Riparian,1
2951,Riparian,Developed,5
2952,Riparian,Developed,5
2953,Riparian,Developed-Roads,5
2954,Riparian,Hardwood,2
2955,Hardwood-Conifer,Riparian,2
2956,Riparian,Conifer-Hardwood,2
2957,Riparian,Conifer-Hardwood,2
2958,Hardwood-Conifer,Exotic Tree-Shrub,3
2959,Grassland,Exotic Tree-Shrub,3
2960,Grassland,Riparian,2
2961,Riparian,Developed-Roads,5
2962,Grassland,Riparian,2
5606,Conifer,Hardwood,2
2964,Grassland,Conifer,2
2965,Grassland,Conifer,2
2966,Hardwood,Riparian,2
2967,Riparian,Exotic Herbaceous,3
2968,Riparian,Hardwood,2
2969,Hardwood-Conifer,Riparian,2
2970,Grassland,Developed,5
2971,Grassland,Hardwood,2
2972,Grassland,Developed-Low Intensity,5
2973,Hardwood-Conifer,Agricultural,4
5759,Conifer,Hardwood,2
2975,Riparian,Developed,5
2976,Riparian,Developed,5
2977,Riparian,Developed,5
2978,Grassland,Developed,5
2979,Riparian,Developed,5
2980,Hardwood-Conifer,Developed,5
2981,Hardwood,Conifer-Hardwood,2
5918,Conifer,Hardwood,2
2983,Riparian,Developed,5
2984,Grassland,Developed,5
5925,Conifer,Hardwood,2
2986,Riparian,Riparian,2
2987,Riparian,Riparian,1
2988,Grassland,Developed,5
2989,Hardwood-Conifer,Riparian,2
2990,Hardwood,Developed,5
2991,Grassland,Conifer-Hardwood,2
2992,Hardwood,Exotic Herbaceous,3
2993,Hardwood,Developed,5
2994,Grassland,Conifer,2
2995,Hardwood-Conifer,Conifer,2
2996,Hardwood-Conifer,Conifer-Hardwood,2
2997,Hardwood,Hardwood,2
2998,Grassland,Conifer,1
2999,Riparian,Hardwood,2
3000,Riparian,Exotic Tree-Shrub,3
3001,Grassland,Developed,5
3002,Grassland,Developed,5
3003,Grassland,Riparian,2
3004,Grassland,Riparian,2
3005,Hardwood-Conifer,Developed-Medium Intensity,5
3006,Grassland,Riparian,2
3007,Grassland,Riparian,2
3008,Grassland,Conifer-Hardwood,2
3009,Grassland,Riparian,2
3010,Grassland,Hardwood,2
3011,Grassland,Riparian,2
3012,Grassland,Riparian,2
3013,Hardwood-Conifer,Agricultural,4
3014,Grassland,Developed,5
3015,Grassland,Riparian,2
3016,Grassland,Exotic Herbaceous,3
3017,Grassland,Riparian,2
3018,Grassland,Conifer,2
3019,Hardwood-Conifer,Riparian,2
3020,Hardwood-Conifer,Riparian,2
3021,Hardwood-Conifer,Conifer,2
3022,Grassland,Conifer,2
3023,Riparian,Riparian,2
3024,Riparian,Developed,5
3025,Riparian,Conifer,2
3026,Hardwood-Conifer,Agricultural,4
3027,Hardwood-Conifer,Developed,5
3028,Hardwood-Conifer,Agricultural,4
3029,Hardwood,Riparian,2
3030,Riparian,Hardwood,2
5936,Conifer,Hardwood,2
3032,Riparian,Agricultural,4
3033,Riparian,Developed-Medium Intensity,5
6073,Conifer,Hardwood,2
3035,Riparian,Developed,5
3036,Riparian,Developed,5
3037,Riparian,Agricultural,4
3038,Grassland,Conifer,2
3039,Riparian,Agricultural,4
3040,Riparian,Riparian,2
3041,Riparian,Agricultural,4
3042,Hardwood-Conifer,Riparian,2
6074,Conifer,Hardwood,2
3044,Riparian,Agricultural,4
3045,Hardwood-Conifer,Conifer,2
3046,Hardwood,Riparian,2
3047,Hardwood-Conifer,Riparian,2
3048,Hardwood-Conifer,Hardwood,2
3049,Hardwood-Conifer,Riparian,2
3050,Riparian,Conifer-Hardwood,2
3051,Hardwood-Conifer,Hardwood,2
3052,Hardwood,Riparian,2
3053,Hardwood-Conifer,Conifer,2
3054,Riparian,Riparian,2
3055,Hardwood-Conifer,Riparian,1
3056,Riparian,Riparian,2
3057,Riparian,Riparian,1
3058,Hardwood-Conifer,Hardwood,1
3059,Hardwood-Conifer,Conifer-Hardwood,2
3060,Hardwood-Conifer,Riparian,2
3061,Hardwood-Conifer,Conifer-Hardwood,2
6075,Conifer,Hardwood,2
3063,Hardwood-Conifer,Riparian,2
3064,Hardwood-Conifer,Conifer,2
3065,Hardwood-Conifer,Agricultural,4
6076,Conifer,Hardwood,2
3067,Hardwood-Conifer,Riparian,2
3068,Hardwood-Conifer,Conifer-Hardwood,2
3069,Riparian,Riparian,2
3070,Hardwood-Conifer,Riparian,1
3071,Hardwood-Conifer,Developed,5
3072,Riparian,Agricultural,4
6078,Conifer,Hardwood,2
3074,Riparian,Conifer-Hardwood,2
3075,Hardwood-Conifer,Agricultural,4
3076,Hardwood-Conifer,Developed,5
3077,Hardwood-Conifer,Conifer,2
3078,Hardwood-Conifer,Conifer-Hardwood,2
3079,Riparian,Hardwood,2
3080,Riparian,Hardwood,2
3081,Riparian,Riparian,2
3082,Riparian,Riparian,1
3083,Hardwood-Conifer,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
3084,Hardwood-Conifer,Riparian,2
3085,Riparian,Hardwood,2
3086,Riparian,Developed,5
3087,Riparian,Developed,5
6134,Conifer,Hardwood,2
3089,Riparian,Conifer,2
3090,Hardwood-Conifer,Conifer,2
3091,Riparian,Conifer-Hardwood,2
3092,Riparian,Riparian,2
3093,Hardwood-Conifer,Agricultural,4
3094,Riparian,Developed,5
3095,Hardwood,Agricultural,4
3096,Hardwood-Conifer,Conifer-Hardwood,2
3097,Riparian,Conifer-Hardwood,2
3098,Riparian,Agricultural,4
3099,Hardwood-Conifer,Riparian,2
3100,Hardwood-Conifer,Riparian,2
3101,Hardwood-Conifer,Riparian,2
3102,Hardwood-Conifer,Riparian,2
3103,Riparian,Riparian,2
3104,Hardwood-Conifer,Riparian,1
3105,Riparian,Riparian,2
3106,Riparian,Conifer,1
3107,Riparian,Hardwood,2
3108,Riparian,Riparian,2
3109,Riparian,Agricultural,4
3110,Hardwood-Conifer,Riparian,2
3111,Riparian,Agricultural,4
3112,Riparian,Riparian,2
3113,Hardwood-Conifer,Developed,5
3114,Hardwood-Conifer,Developed,5
3115,Hardwood-Conifer,Riparian,2
3116,Riparian,Conifer-Hardwood,2
3117,Hardwood-Conifer,Agricultural,4
3118,Hardwood-Conifer,Developed,5
6136,Conifer,Hardwood,2
6155,Conifer,Hardwood,2
3121,Hardwood-Conifer,Exotic Tree-Shrub,3
3122,Hardwood,Agricultural,4
3123,Hardwood-Conifer,Conifer-Hardwood,2
3124,Hardwood-Conifer,Riparian,2
3125,Riparian,Conifer,2
3126,Riparian,Developed,5
6326,Conifer,Hardwood,2
3128,Riparian,Conifer-Hardwood,2
3129,Riparian,Conifer-Hardwood,2
3130,Riparian,Conifer,2
3131,Riparian,Developed-Roads,5
3132,Riparian,Hardwood,2
3133,Hardwood-Conifer,Agricultural,4
6453,Conifer,Hardwood,2
3135,Riparian,Agricultural,4
6786,Conifer,Hardwood,2
247,Conifer,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
3138,Riparian,Developed,5
3139,Riparian,Developed,5
360,Conifer,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
3141,Hardwood-Conifer,Developed,5
396,Conifer,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
458,Conifer,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
3144,Riparian,Riparian,2
3145,Hardwood,Riparian,1
3146,Riparian,Conifer,2
3147,Riparian,Riparian,2
527,Conifer,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
3149,Hardwood-Conifer,Developed,5
1159,Conifer,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
1165,Conifer,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
1168,Conifer,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
3153,Riparian,Conifer-Hardwood,2
1710,Conifer,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
3155,Hardwood-Conifer,Riparian,2
3156,Hardwood-Conifer,Developed,5
3157,Riparian,Conifer-Hardwood,2
3158,Riparian,Conifer,2
3159,Hardwood-Conifer,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
3160,Riparian,Agricultural,4
3161,Riparian,Agricultural,4
3162,Riparian,Developed,5
3163,Riparian,Riparian,2
3164,Riparian,Exotic Tree-Shrub,3
3165,Riparian,Conifer-Hardwood,2
3166,Riparian,Riparian,2
3167,Riparian,Developed,5
2230,Conifer,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
3219,Conifer,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
3170,Riparian,Developed,5
3353,Conifer,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
3172,Riparian,Riparian,2
3173,Riparian,Agricultural,4
3174,Riparian,Agricultural,4
3175,Riparian,Developed,5
3176,Riparian,Conifer-Hardwood,2
3177,Riparian,Agricultural,4
3178,Riparian,Agricultural,4
3179,Riparian,Exotic Herbaceous,3
3727,Conifer,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
3181,Hardwood-Conifer,Conifer-Hardwood,2
3928,Conifer,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
3183,Hardwood-Conifer,Riparian,2
4069,Conifer,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
3185,Riparian,Developed,5
3186,Riparian,Riparian,2
3187,Hardwood-Conifer,Developed,5
3188,Riparian,Riparian,2
15,Conifer,Riparian,1
3190,Riparian,Riparian,2
3191,Riparian,Riparian,1
3192,Hardwood-Conifer,Agricultural,4
3193,Riparian,Hardwood,2
3194,Riparian,Exotic Herbaceous,3
3195,Riparian,Developed,5
3196,Riparian,Riparian,2
3197,Riparian,Agricultural,4
3198,Grassland,Agricultural,4
3199,Hardwood,Riparian,2
3200,Riparian,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
3201,Riparian,Exotic Tree-Shrub,3
3202,Riparian,Developed,5
3203,Riparian,Developed-Medium Intensity,5
3204,Riparian,Hardwood,2
25,Conifer,Riparian,2
3206,Riparian,Developed,5
26,Conifer,Riparian,2
3208,Riparian,Developed,5
3209,Riparian,Agricultural,4
3210,Hardwood,Conifer,2
3211,Hardwood,Conifer-Hardwood,2
3212,Hardwood,Hardwood,2
3213,Riparian,Conifer-Hardwood,1
3214,Riparian,Riparian,2
3215,Riparian,Riparian,1
3216,Riparian,Riparian,1
3217,Riparian,Riparian,1
3218,Riparian,Developed-Low Intensity,5
35,Conifer,Riparian,2
3220,Hardwood-Conifer,Developed,5
3221,Hardwood-Conifer,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
3222,Hardwood-Conifer,Developed-High Intensity,5
3223,Hardwood-Conifer,Riparian,2
3224,Hardwood-Conifer,Developed,5
3225,Riparian,Developed,5
3226,Riparian,Conifer-Hardwood,2
3227,Riparian,Developed,5
3228,Hardwood-Conifer,Riparian,2
3229,Hardwood-Conifer,Agricultural,4
3230,Hardwood-Conifer,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
3231,Riparian,Conifer-Hardwood,2
3232,Hardwood,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
38,Conifer,Riparian,2
62,Conifer,Riparian,2
3235,Riparian,Developed,5
3236,Riparian,Riparian,2
3237,Hardwood-Conifer,Agricultural,4
3238,Hardwood-Conifer,Agricultural,4
3239,Hardwood-Conifer,Riparian,2
